version,campaign_id,run_id,sample_id,batch_id,sample_index,model_set_id,model_manifest,onnx_sha256,mapper_arch_hash,perf_config_hash,physical_source_campaign,timestamp_utc,status,platform,model_id,arch_id,macro_mode,repeat_index,physical_critical_path_ns,physical_die_area_um2,physical_total_power_mw,physical_flow_elapsed_s,physical_place_gp_elapsed_s,performance_cycles,performance_latency_ms,performance_throughput_infer_per_s,performance_energy_mj,artifact_synth_result_json,artifact_perf_trace_json,artifact_schedule_yml,artifact_descriptors_bin,notes,performance_softmax_ops,performance_softmax_issue_count,performance_softmax_completion_count,performance_softmax_busy_time_ns,performance_softmax_engine_occupancy,performance_softmax_backpressure_events,performance_softmax_backpressure_ns,performance_softmax_wait_on_gemm_ns,performance_softmax_wait_on_misc_compute_ns,performance_dma_backpressure_ns,performance_gemm_backpressure_ns,performance_misc_compute_backpressure_ns,performance_dependency_wait_ns,performance_dependency_wait_events
0.1,npu_compute_full_path_guard_v1,npu_compute_full_path_guard_v1__mlp1__fp16_nm1_guard__flat_nomacro__r1__p3e84d92b,npu_compute_full_path_guard_v1__mlp1__fp16_nm1_guard__flat_nomacro__r1__p3e84d92b__bl2npucomputefullpathequivalenceguardv1r1__s1,l2_npu_compute_full_path_equivalence_guard_v1_r1,1,mlp_smoke_v0,runs/models/mlp_smoke_v0/manifest.json,ff95cc222916245d687a47b8f60c2e54fb182871c4e10881ee218dc352baca2e,b50f5843311c692f922ab10585ef03fd89a492f8a416779dfadc01306c73237e,a3a253291bc5973db886aa3fb7198ef986e746012e4f1bc8d7a75d9551fcafae,,2026-05-25T09:17:32+00:00,ok,nangate45,mlp1,fp16_nm1_guard,flat_nomacro,1,5.557037432204143,2250000.0,0.193122,834.99,416.78,770.554464,0.004282,233535.7309668379,8.26948404e-07,runs/designs/npu_blocks/npu_fp16_cpp_nm1_cmp/work/3e84d92b/result.json,runs/campaigns/npu/frontier_guard/compute_full_path_guard_v1__l2_npu_compute_full_path_equivalence_guard_v1/artifacts/perf/fp16_nm1_guard/mlp1/trace.json,runs/campaigns/npu/frontier_guard/compute_full_path_guard_v1__l2_npu_compute_full_path_equivalence_guard_v1/artifacts/mapper/fp16_nm1_guard/mlp1/schedule.yml,runs/campaigns/npu/frontier_guard/compute_full_path_guard_v1__l2_npu_compute_full_path_equivalence_guard_v1/artifacts/mapper/fp16_nm1_guard/mlp1/descriptors.bin,param_hash=3e84d92b; tag=npu_fp16_nm1_cmp33_flat_nomacro_r1; compare_group=baed737c; mapper_split_enabled=0; mapper_split_chunk_count=1; mapper_split_chunks=64; mapper_num_modules=1; mapper_row_parallel_enabled=0; mapper_row_parallel_chunk_count=1; mapper_row_parallel_chunks=8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,npu_compute_full_path_guard_v1,npu_compute_full_path_guard_v1__mlp1__fp16_nm1_guard__hier_macro__r1__p54a235ae,npu_compute_full_path_guard_v1__mlp1__fp16_nm1_guard__hier_macro__r1__p54a235ae__bl2npucomputefullpathequivalenceguardv1r1__s1,l2_npu_compute_full_path_equivalence_guard_v1_r1,1,mlp_smoke_v0,runs/models/mlp_smoke_v0/manifest.json,ff95cc222916245d687a47b8f60c2e54fb182871c4e10881ee218dc352baca2e,b50f5843311c692f922ab10585ef03fd89a492f8a416779dfadc01306c73237e,a3a253291bc5973db886aa3fb7198ef986e746012e4f1bc8d7a75d9551fcafae,,2026-05-25T09:17:32+00:00,ok,nangate45,mlp1,fp16_nm1_guard,hier_macro,1,5.774905724664045,2250000.0,0.197441,974.5799999999999,477.8,741.483966,0.004282,233535.7309668379,8.45442362e-07,runs/designs/npu_blocks/npu_fp16_cpp_nm1_cmp/work/54a235ae/result.json,runs/campaigns/npu/frontier_guard/compute_full_path_guard_v1__l2_npu_compute_full_path_equivalence_guard_v1/artifacts/perf/fp16_nm1_guard/mlp1/trace.json,runs/campaigns/npu/frontier_guard/compute_full_path_guard_v1__l2_npu_compute_full_path_equivalence_guard_v1/artifacts/mapper/fp16_nm1_guard/mlp1/schedule.yml,runs/campaigns/npu/frontier_guard/compute_full_path_guard_v1__l2_npu_compute_full_path_equivalence_guard_v1/artifacts/mapper/fp16_nm1_guard/mlp1/descriptors.bin,param_hash=54a235ae; tag=npu_fp16_nm1_cmp33_hier_macro_r1; compare_group=baed737c; mapper_split_enabled=0; mapper_split_chunk_count=1; mapper_split_chunks=64; mapper_num_modules=1; mapper_row_parallel_enabled=0; mapper_row_parallel_chunk_count=1; mapper_row_parallel_chunks=8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
