design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,params_json,result_path
softmax_rowwise_int8_r8_acc24_recip_q10_wrapper,nangate45,bfe45f149e87,dc30190b,softmax_rowwise_int8_recip_norm_nangate45_highutil_da64be35,ok,5.6238,33209.595225,0.00462,"{""CLOCK_PERIOD"": 2.5, ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""softmax_rowwise_int8_recip_norm_nangate45_highutil_da64be35""}",runs/designs/activations/softmax_rowwise_int8_r8_acc24_recip_q10_wrapper/work/dc30190b/result.json
softmax_rowwise_int8_r8_acc24_recip_q10_wrapper,nangate45,bfe45f149e87,44181f67,softmax_rowwise_int8_recip_norm_nangate45_highutil_87b48795,ok,5.6126,39776.3136,0.00463,"{""CLOCK_PERIOD"": 2.5, ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""softmax_rowwise_int8_recip_norm_nangate45_highutil_87b48795""}",runs/designs/activations/softmax_rowwise_int8_r8_acc24_recip_q10_wrapper/work/44181f67/result.json
