design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,instance_area_um2,stdcell_area_um2,stdcell_count,core_area_um2,utilization_pct,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,failure_stage,failure_returncode,failure_signature,failure_log_path,synth_script_path,synth_script_sha1,fsm_encfile_path,fsm_encfile_sha1,fsm_encfile_sha256,fsm_encoding_json
attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8,nangate45,c8892c493f64,17828f17,attention_score32_local_temporal_reducer_gqa8_physical_harness_boundary_factored_hier_folded_mersenne_macro_v1_r7_17828f17,flow_failed,,,,,,,11155600.0,,3017.75,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""80 80 3420 3420"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 3500 3500"", ""PLACE_DENSITY"": 0.55, ""SYNTH_ARGS"": ""-noshare"", ""SYNTH_HIERARCHICAL"": 1, ""tag_prefix"": ""attention_score32_local_temporal_reducer_gqa8_physical_harness_boundary_factored_hier_folded_mersenne_macro_v1_r7""}",/orfs/flow/logs/nangate45/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/base,runs/designs/npu_blocks/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/work/17828f17/result.json,flow,2,Elapsed time: 6:59.71[h:]min:sec. CPU time: user 1465.33 sys 10.85 (351%). Peak memory: 11942296KB.,/orfs/flow/logs/nangate45/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/base/5_1_grt.log,/tmp/rtlcp-worktree-dqx6784o/repo/runs/designs/npu_blocks/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/work/17828f17/synth_preserve_blackbox.tcl,8bbdd7639e85fd17465f1e8aa0eda024cf8fe5c9,,,,
attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8,nangate45,c8892c493f64,4c3a2317,attention_score32_local_temporal_reducer_gqa8_physical_harness_boundary_factored_hier_folded_mersenne_macro_v1_r7_4c3a2317,flow_failed,,,,,,,11155600.0,,3026.75,,"{""CLOCK_PERIOD"": 15.0, ""CORE_AREA"": ""80 80 3420 3420"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 3500 3500"", ""PLACE_DENSITY"": 0.55, ""SYNTH_ARGS"": ""-noshare"", ""SYNTH_HIERARCHICAL"": 1, ""tag_prefix"": ""attention_score32_local_temporal_reducer_gqa8_physical_harness_boundary_factored_hier_folded_mersenne_macro_v1_r7""}",/orfs/flow/logs/nangate45/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/base,runs/designs/npu_blocks/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/work/4c3a2317/result.json,flow,2,"<path> std::vector<_Tp, _Alloc>::reference std::vector<_Tp, _Alloc>::operator[](std::vector<_Tp, _Alloc>::size_type) [with _Tp = int; _Alloc = std::allocator<int>; std::vector<_Tp, _Alloc>::reference = int&; std::vector<_Tp, _Alloc>... [sha1:b162a4cac8db]",/orfs/flow/logs/nangate45/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/base/2_2_floorplan_macro.log,/tmp/rtlcp-worktree-dqx6784o/repo/runs/designs/npu_blocks/attention_score32_exact_local_temporal_reducer_gqa8_physical_harness_p53_reducer_factored_hier_folded_mersenne_macro_w8/work/4c3a2317/synth_preserve_blackbox.tcl,8bbdd7639e85fd17465f1e8aa0eda024cf8fe5c9,,,,
