design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,synth_script_sha1,synth_script_path,work_result_json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,033cdfdc,npu_fp16_nm2_cmp33_flat_nomacro,ok,5.701286780426342,2250000.0,0.210414,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_flat_nomacro"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 0, ""SYNTH_KEEP_MODULES"": """", ""TAG"": ""npu_fp16_nm2_cmp33_flat_nomacro"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_flat_nomacro/3_3_place_gp.json,,,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/033cdfdc/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,c4548bca,npu_fp16_nm2_cmp33_hier_macro,ok,5.740890641774165,2250000.0,0.212815,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_hier_macro"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_compute_array"", ""TAG"": ""npu_fp16_nm2_cmp33_hier_macro"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_hier_macro/3_3_place_gp.json,2a1e5d08fb9482ecb404d2954781ddfc9301a761,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/c4548bca/synth_preserve_blackbox.tcl,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/c4548bca/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,258015dc,npu_fp16_nm2_cmp33_flat_nomacro_r1,ok,5.701286780426342,2250000.0,0.210414,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_flat_nomacro_r1"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 0, ""SYNTH_KEEP_MODULES"": """", ""TAG"": ""npu_fp16_nm2_cmp33_flat_nomacro_r1"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_flat_nomacro_r1/3_3_place_gp.json,,,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/258015dc/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,95526f98,npu_fp16_nm2_cmp33_flat_nomacro_r2,ok,5.701286780426342,2250000.0,0.210414,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_flat_nomacro_r2"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 0, ""SYNTH_KEEP_MODULES"": """", ""TAG"": ""npu_fp16_nm2_cmp33_flat_nomacro_r2"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_flat_nomacro_r2/3_3_place_gp.json,,,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/95526f98/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,099823db,npu_fp16_nm2_cmp33_flat_nomacro_r3,ok,5.701286780426342,2250000.0,0.210414,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_flat_nomacro_r3"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 0, ""SYNTH_KEEP_MODULES"": """", ""TAG"": ""npu_fp16_nm2_cmp33_flat_nomacro_r3"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_flat_nomacro_r3/3_3_place_gp.json,,,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/099823db/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,b276f2e7,npu_fp16_nm2_cmp33_flat_nomacro_r4,ok,5.701286780426342,2250000.0,0.210414,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_flat_nomacro_r4"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 0, ""SYNTH_KEEP_MODULES"": """", ""TAG"": ""npu_fp16_nm2_cmp33_flat_nomacro_r4"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_flat_nomacro_r4/3_3_place_gp.json,,,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/b276f2e7/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,f0b4f9e6,npu_fp16_nm2_cmp33_flat_nomacro_r5,ok,5.701286780426342,2250000.0,0.210414,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_flat_nomacro_r5"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 0, ""SYNTH_KEEP_MODULES"": """", ""TAG"": ""npu_fp16_nm2_cmp33_flat_nomacro_r5"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_flat_nomacro_r5/3_3_place_gp.json,,,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/f0b4f9e6/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,5d0ac971,npu_fp16_nm2_cmp33_hier_macro_r1,ok,5.740890641774165,2250000.0,0.212815,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_hier_macro_r1"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_compute_array"", ""TAG"": ""npu_fp16_nm2_cmp33_hier_macro_r1"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_hier_macro_r1/3_3_place_gp.json,2a1e5d08fb9482ecb404d2954781ddfc9301a761,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/5d0ac971/synth_preserve_blackbox.tcl,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/5d0ac971/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,a9ae3c35,npu_fp16_nm2_cmp33_hier_macro_r2,ok,5.740890641774165,2250000.0,0.212815,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_hier_macro_r2"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_compute_array"", ""TAG"": ""npu_fp16_nm2_cmp33_hier_macro_r2"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_hier_macro_r2/3_3_place_gp.json,2a1e5d08fb9482ecb404d2954781ddfc9301a761,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/a9ae3c35/synth_preserve_blackbox.tcl,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/a9ae3c35/result.json
npu_fp16_cpp_nm2_cmp,nangate45,9c39d5153f8d,c51fa4a2,npu_fp16_nm2_cmp33_hier_macro_r3,ok,5.740890641774165,2250000.0,0.212815,,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1450 1450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1500 1500"", ""FLOW_VARIANT"": ""nm2_cmp33_hier_macro_r3"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_compute_array"", ""TAG"": ""npu_fp16_nm2_cmp33_hier_macro_r3"", ""tag_prefix"": ""npu_fp16_nm2_cmp""}",/orfs/flow/logs/nangate45/npu_fp16_cpp_nm2_cmp/nm2_cmp33_hier_macro_r3/3_3_place_gp.json,2a1e5d08fb9482ecb404d2954781ddfc9301a761,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/c51fa4a2/synth_preserve_blackbox.tcl,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/work/c51fa4a2/result.json
