design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,synth_script_path,synth_script_sha1
npu_fp16_cpp_nm1_leakyrelucmp,nangate45,505e5b88521c,ec421a27,npu_fp16_nm1_leakyrelucmp_hier_firstpass,ok,,,,0.5,0.5,"{""CLOCK_PERIOD"": 12.0, ""CORE_AREA"": ""80 80 1720 1720"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1800 1800"", ""FLOW_VARIANT"": ""nm1_leakyrelucmp_hier_firstpass"", ""PLACE_DENSITY"": 0.3, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_compute_array vec_act_leakyrelu_int8"", ""TAG"": ""npu_fp16_nm1_leakyrelucmp_hier_firstpass"", ""tag_prefix"": ""npu_fp16_nm1_leakyrelucmp""}",/orfs/flow/results/nangate45/npu_fp16_cpp_nm1_leakyrelucmp/nm1_leakyrelucmp_hier_firstpass/1_1_yosys_canonicalize.rtlil,runs/designs/npu_blocks/npu_fp16_cpp_nm1_leakyrelucmp/work/ec421a27/result.json,,
