run_key,attempt,trial_index,seed,status,metrics_csv,critical_path_ns,die_area,total_power_mw,failure_category,failure_stage,failure_signature
l1_npu_corrected_compute_iso_util_nm2_nm4_high46_v1_run_57cb8f990a60b898,1,1,701,succeeded,runs/designs/npu_blocks/npu_fp16_cpp_nm2_cmp/metrics.csv,6.019,1473796.0,0.346,none,,
