design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,instance_area_um2,stdcell_area_um2,stdcell_count,core_area_um2,utilization_pct,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,synth_script_path,synth_script_sha1
npu_dense_gemm_tile_fp16_16x16_k1_p2,nangate45,9fdd7e7e8f28,aed31ef8,npu_dense_gemm_tile_v2_scale_hier,ok,6.0791,2560000.0,18.5,1020040.0,1020040.0,784635.0,2250000.0,45.33511111111111,6163.39,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1550 1550"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1600 1600"", ""FLOW_VARIANT"": ""dense_gemm_tile_v2_scale_hier"", ""PLACE_DENSITY"": 0.35, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_mac_fp16_ieee"", ""TAG"": ""npu_dense_gemm_tile_v2_scale_hier"", ""tag_prefix"": ""npu_dense_gemm_tile_v2_scale""}",/orfs/flow/reports/nangate45/npu_dense_gemm_tile_fp16_16x16_k1_p2/dense_gemm_tile_v2_scale_hier/6_finish.rpt,runs/designs/npu_blocks/npu_dense_gemm_tile_fp16_16x16_k1_p2/work/aed31ef8/result.json,,
npu_dense_gemm_tile_fp16_16x16_k1_p2,nangate45,9fdd7e7e8f28,498124b7,npu_dense_gemm_tile_v2_scale_hier,ok,6.1076,2560000.0,18.4,1019960.0,1019960.0,784556.0,2250000.0,45.33155555555555,6183.93,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 1550 1550"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1600 1600"", ""FLOW_VARIANT"": ""dense_gemm_tile_v2_scale_hier"", ""PLACE_DENSITY"": 0.45, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_mac_fp16_ieee"", ""TAG"": ""npu_dense_gemm_tile_v2_scale_hier"", ""tag_prefix"": ""npu_dense_gemm_tile_v2_scale""}",/orfs/flow/reports/nangate45/npu_dense_gemm_tile_fp16_16x16_k1_p2/dense_gemm_tile_v2_scale_hier/6_finish.rpt,runs/designs/npu_blocks/npu_dense_gemm_tile_fp16_16x16_k1_p2/work/498124b7/result.json,,
