run_key,attempt,trial_index,seed,status,metrics_csv,critical_path_ns,die_area,total_power_mw,failure_category,failure_stage,failure_signature
l1_prop_l1_terminal_hardtanh_indexconcurrency_v1_nangate45_r1_run_8f2b69f44eb96898,1,1,,failed,,,,,checkout_error,checkout,"failed to prepare worktree: Command '['git', '-C', '/workspaces/rtlgen-eval-clean', 'fetch', '--quiet', 'origin']' returned non-zero exit status 1."
l1_prop_l1_terminal_hardtanh_indexconcurrency_v1_nangate45_r1_run_46dc1f64ad20814d,2,1,0,succeeded,runs/designs/activations/terminal_hardtanh_int8_pwl_indexconcurrency_wrapper/metrics.csv,0.1903,25600.0,3.62e-05,none,,
