design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,synth_script_path,synth_script_sha1
npu_fp16_cpp_nm1_hardtanhproxy,nangate45,c23457e1c9a8,d55bff68,npu_fp16_nm1_hardtanhproxy_firstpass,ok,2.7883,1440000.0,0.00036,59.44,,"{""CLOCK_PERIOD"": 12.0, ""CORE_AREA"": ""80 80 1120 1120"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 1200 1200"", ""FLOW_VARIANT"": ""nm1_hardtanhproxy_firstpass"", ""PLACE_DENSITY"": 0.25, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""gemm_compute_array vec_act_hardtanh_int8"", ""TAG"": ""npu_fp16_nm1_hardtanhproxy_firstpass"", ""tag_prefix"": ""npu_fp16_nm1_hardtanhproxy""}",/orfs/flow/reports/nangate45/npu_fp16_cpp_nm1_hardtanhproxy/nm1_hardtanhproxy_firstpass/6_finish.rpt,runs/designs/npu_blocks/npu_fp16_cpp_nm1_hardtanhproxy/work/d55bff68/result.json,,
