design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,synth_script_path,synth_script_sha1
decoder_r64_k1_rankseg8_pipe2_wrapper,nangate45,e7540ae14af6,4580f581,decoder_r64_k1_rankseg_pipe2,ok,6.635964271968359,810000.0,0.0143868,41.459999999999994,20.36,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""40 40 860 860"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 900 900"", ""FLOW_VARIANT"": ""decoder_r64_k1_rankseg_pipe2"", ""PLACE_DENSITY"": 0.36, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""candidate_stream_merge_fifo_k1_l16_t16_d16"", ""TAG"": ""decoder_r64_k1_rankseg_pipe2"", ""tag_prefix"": ""decoder_r64_k1_rankseg_pipe2""}",/orfs/flow/logs/nangate45/decoder_r64_k1_rankseg8_pipe2_wrapper/decoder_r64_k1_rankseg_pipe2/3_3_place_gp.json,runs/designs/activations/decoder_r64_k1_rankseg8_pipe2_wrapper/work/4580f581/result.json,,
