run_key,attempt,trial_index,seed,status,metrics_csv,critical_path_ns,die_area,total_power_mw,failure_category,failure_stage,failure_signature
l1_prop_l1_terminal_hardsigmoid_retrysubmission_v2_nangate45_r1_run_e692fa7c09afc8da,1,1,0,succeeded,runs/designs/activations/terminal_hardsigmoid_int8_pwl_retrysubmission_v2_wrapper/metrics.csv,0.1908,25600.0,8.76e-05,none,,
