design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,instance_area_um2,stdcell_area_um2,stdcell_count,core_area_um2,utilization_pct,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,synth_script_path,synth_script_sha1
attention_dual_stream_composed_int8_q8k8v6_16x8_p8_ppc2_nohash_softmax_recip_lut_q8,nangate45,2c67a85a4882,e9e34269,attention_dual_stream_composed_v1_hier,ok,8.0334,6250000.0,5.72,260951.0,260951.0,174505.0,5760000.0,4.530399305555555,1446.47,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 2450 2450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 2500 2500"", ""FLOW_VARIANT"": ""attention_dual_stream_composed_v1_hier"", ""PLACE_DENSITY"": 0.3, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""int8_mac_s8s8_acc24 attention_softmax_weight_int8_r8_acc24_recip_q10_like attention_full_value_stream_q8v6_p8_ppc2"", ""SYNTH_MEMORY_MAX_BITS"": 65536, ""TAG"": ""attention_dual_stream_composed_v1_hier"", ""tag_prefix"": ""attention_dual_stream_composed_v1""}",/orfs/flow/reports/nangate45/attention_dual_stream_composed_int8_q8k8v6_16x8_p8_ppc2_nohash_softmax_recip_lut_q8/attention_dual_stream_composed_v1_hier/6_finish.rpt,runs/designs/npu_blocks/attention_dual_stream_composed_int8_q8k8v6_16x8_p8_ppc2_nohash_softmax_recip_lut_q8/work/e9e34269/result.json,,
attention_dual_stream_composed_int8_q8k8v6_16x8_p8_ppc2_nohash_softmax_recip_lut_q8,nangate45,2c67a85a4882,c6a1179a,attention_dual_stream_composed_v1_hier,ok,7.7655,6250000.0,5.52,259635.0,259635.0,173138.0,5760000.0,4.507552083333334,1628.81,,"{""CLOCK_PERIOD"": 10.0, ""CORE_AREA"": ""50 50 2450 2450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 2500 2500"", ""FLOW_VARIANT"": ""attention_dual_stream_composed_v1_hier"", ""PLACE_DENSITY"": 0.4, ""SYNTH_HIERARCHICAL"": 1, ""SYNTH_KEEP_MODULES"": ""int8_mac_s8s8_acc24 attention_softmax_weight_int8_r8_acc24_recip_q10_like attention_full_value_stream_q8v6_p8_ppc2"", ""SYNTH_MEMORY_MAX_BITS"": 65536, ""TAG"": ""attention_dual_stream_composed_v1_hier"", ""tag_prefix"": ""attention_dual_stream_composed_v1""}",/orfs/flow/reports/nangate45/attention_dual_stream_composed_int8_q8k8v6_16x8_p8_ppc2_nohash_softmax_recip_lut_q8/attention_dual_stream_composed_v1_hier/6_finish.rpt,runs/designs/npu_blocks/attention_dual_stream_composed_int8_q8k8v6_16x8_p8_ppc2_nohash_softmax_recip_lut_q8/work/c6a1179a/result.json,,
