circuit_type,design,platform,status,critical_path_ns,die_area,total_power_mw,config_hash,param_hash,tag,result_path,params_json,metrics_path,design_path
multipliers,mult32s_normal_sklansky_wrapper,sky130hd,ok,7.4093,83873.9521,0.0678,a5c030ac3d93,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper
multipliers,mult32s_normal_sklansky_wrapper,sky130hd,ok,7.4387,333182.9284,0.0614,a5c030ac3d93,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper
multipliers,mult32s_normal_sklansky_wrapper,sky130hd,ok,7.5146,67207.970025,0.0652,a5c030ac3d93,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,asap7,ok,1.8194466999999999,836.308561,0.788,601238395865,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,asap7,ok,1.7854238,4615.571844,0.833,601238395865,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,asap7,ok,1.7913085000000002,991.494144,0.79,601238395865,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,nangate45,ok,3.7682,63983.7025,0.0176,601238395865,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,nangate45,ok,3.7417,13048.4929,0.0171,601238395865,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,nangate45,ok,3.7335,10909.8025,0.0171,601238395865,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,sky130hd,ok,16.9832,77740.5924,0.0313,601238395865,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,sky130hd,ok,16.7968,308735.8096,0.0351,601238395865,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_brentkung_wrapper,sky130hd,ok,16.7924,62297.664025,0.0311,601238395865,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,asap7,ok,0.8905637000000001,897.661521,0.859,43c380a4019b,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,asap7,ok,0.8834059999999999,4968.8401,0.933,43c380a4019b,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,asap7,ok,0.9140737,1064.651641,0.811,43c380a4019b,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,nangate45,ok,0.2913,67114.674225,0.0286,43c380a4019b,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,nangate45,ok,0.2428,13680.811225,0.0279,43c380a4019b,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,nangate45,ok,0.239,11437.233025,0.028,43c380a4019b,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,sky130hd,ok,7.1209,81093.9529,0.0861,43c380a4019b,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,sky130hd,ok,7.0982,322095.976225,0.0956,43c380a4019b,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_koggestone_wrapper,sky130hd,ok,7.0001,64981.657225,0.0913,43c380a4019b,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper
multipliers,mult32u_booth4_ripple_wrapper,asap7,ok,2.2707979,740.275264,0.677,c61ec8ba8db4,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,asap7,ok,2.2901982,4063.552516,0.796,c61ec8ba8db4,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,asap7,ok,2.2800833,876.988996,0.716,c61ec8ba8db4,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,nangate45,ok,4.8925,64049.4864,0.0146,c61ec8ba8db4,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,nangate45,ok,4.8779,13061.061225,0.014,c61ec8ba8db4,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,nangate45,ok,4.8831,10921.295025,0.0139,c61ec8ba8db4,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,sky130hd,ok,22.0692,78907.619025,0.0236,c61ec8ba8db4,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,sky130hd,ok,22.1056,313381.638025,0.0278,c61ec8ba8db4,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_ripple_wrapper,sky130hd,ok,22.1776,63232.1316,0.0233,c61ec8ba8db4,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,asap7,ok,0.8919796999999999,862.361956,0.783,42a5e928344a,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,asap7,ok,0.8827915000000001,4765.831225,0.896,42a5e928344a,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,asap7,ok,0.9050511,1022.592484,0.779,42a5e928344a,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,nangate45,ok,0.2714,64368.7641,0.0218,42a5e928344a,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,nangate45,ok,0.2358,13126.2849,0.0214,42a5e928344a,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,nangate45,ok,0.236,10974.6576,0.0214,42a5e928344a,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,sky130hd,ok,7.2587,79337.9889,0.0637,42a5e928344a,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,sky130hd,ok,7.3961,315102.5956,0.0604,42a5e928344a,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_booth4_sklansky_wrapper,sky130hd,ok,7.3396,63577.101025,0.0638,42a5e928344a,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper
multipliers,mult32u_normal_brentkung_wrapper,asap7,ok,1.7588419,766.680721,0.705,22f9aa6b9d22,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,asap7,ok,1.7528408,4215.255625,0.817,22f9aa6b9d22,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,asap7,ok,1.7507454,908.479881,0.715,22f9aa6b9d22,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,nangate45,ok,3.722,66923.103025,0.0199,22f9aa6b9d22,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,nangate45,ok,3.7109,13642.24,0.0187,22f9aa6b9d22,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,nangate45,ok,3.7278,11405.172025,0.0189,22f9aa6b9d22,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,sky130hd,ok,17.3619,82682.127025,0.0358,22f9aa6b9d22,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,sky130hd,ok,17.2655,328437.879025,0.0414,22f9aa6b9d22,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_brentkung_wrapper,sky130hd,ok,17.2551,66254.76,0.035,22f9aa6b9d22,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper
multipliers,mult32u_normal_koggestone_wrapper,asap7,ok,0.9237839,818.246025,0.788,14ab6507c35e,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,asap7,ok,0.9275677,4511.8089,0.855,14ab6507c35e,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,asap7,ok,0.9026431,969.948736,0.786,14ab6507c35e,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,nangate45,ok,0.2858,70439.814025,0.0305,14ab6507c35e,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,nangate45,ok,0.2425,14352.04,0.0301,14ab6507c35e,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,nangate45,ok,0.2407,11997.916225,0.0302,14ab6507c35e,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,sky130hd,ok,7.5209,86209.768225,0.1,14ab6507c35e,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,sky130hd,ok,7.6436,342500.005225,0.0991,14ab6507c35e,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_koggestone_wrapper,sky130hd,ok,7.5712,69079.6089,0.0975,14ab6507c35e,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper
multipliers,mult32u_normal_ripple_wrapper,asap7,ok,2.2102646,757.790784,0.681,55a1b8f7002c,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,asap7,ok,2.2319758000000003,4164.379024,0.756,55a1b8f7002c,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,asap7,ok,2.2254751,897.901225,0.692,55a1b8f7002c,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,nangate45,ok,4.9848,69074.3524,0.0156,55a1b8f7002c,231d5c19,mult_ppg_cpa_w4_32_nangate45_40523b9d," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,nangate45,ok,4.9368,14075.4496,0.0151,55a1b8f7002c,39ca4667,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,nangate45,ok,5.0025,11767.9104,0.015,55a1b8f7002c,84032167,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,sky130hd,ok,23.4151,82010.640625,0.0263,55a1b8f7002c,4c404a8c,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181," ""CORE_UTILIZATION"": 40",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,sky130hd,ok,23.3596,325749.855025,0.0292,55a1b8f7002c,b1b86ede,mult_ppg_cpa_w4_32_sky130_70e18859," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_ripple_wrapper,sky130hd,ok,23.4017,65715.3225,0.0258,55a1b8f7002c,ee6c4432,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper
multipliers,mult32u_normal_sklansky_wrapper,asap7,ok,0.8728448,792.309904,0.763,0883c11f05f0,a3bdd812,mult_ppg_cpa_w4_32_asap7_highutil_c51f6982," ""CORE_UTILIZATION"": 60",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper
multipliers,mult32u_normal_sklansky_wrapper,asap7,ok,0.8585847999999999,4362.6025,0.867,0883c11f05f0,b727aa3a,mult_ppg_cpa_w4_32_asap7_3b70c61f," ""CORE_UTILIZATION"": 10",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper
multipliers,mult32u_normal_sklansky_wrapper,asap7,ok,0.8611966999999999,939.054736,0.77,0883c11f05f0,c7de4936,mult_ppg_cpa_w4_32_asap7_highutil_75828b8c," ""CORE_UTILIZATION"": 50",{},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper/metrics.csv,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper
