design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,params_json,result_path
score_tie_rank_r8_s16_l16_wrapper,nangate45,e7b73a164641,6084dcab,score_tie_rank_nangate45_highutil_2ae5d3c9,ok,3.3136,5682.1444,0.00516,"{""CLOCK_PERIOD"": 2.5, ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""SYNTH_MEMORY_MAX_BITS"": 32768, ""TAG"": ""score_tie_rank_nangate45_highutil_2ae5d3c9""}",runs/designs/activations/score_tie_rank_r8_s16_l16_wrapper/work/6084dcab/result.json
score_tie_rank_r8_s16_l16_wrapper,nangate45,e7b73a164641,aa83599c,score_tie_rank_nangate45_highutil_4c4fe1ea,ok,3.2925,6786.4644,0.00526,"{""CLOCK_PERIOD"": 2.5, ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""SYNTH_MEMORY_MAX_BITS"": 32768, ""TAG"": ""score_tie_rank_nangate45_highutil_4c4fe1ea""}",runs/designs/activations/score_tie_rank_r8_s16_l16_wrapper/work/aa83599c/result.json
