design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,instance_area_um2,stdcell_area_um2,stdcell_count,core_area_um2,utilization_pct,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,failure_stage,failure_returncode,failure_signature,failure_log_path,synth_script_path,synth_script_sha1,fsm_encfile_path,fsm_encfile_sha1,fsm_encfile_sha256,fsm_encoding_json
attention_score32_exact_local_temporal_reducer_gqa8_pair_node_ng45_r7,nangate45,c8892c493f64,90df0f0c,attention_score32_exact_local_temporal_reducer_gqa8_pair_node_ng45_r7_90df0f0c,ok,6.5967,108900.0,0.24,,,,96100.0,,418.15000000000003,3.17,"{""CLOCK_PERIOD"": 10.0, ""CLOCK_PORT"": ""clk"", ""CORE_AREA"": ""10 10 320 320"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 330 330"", ""FLOW_VARIANT"": ""base"", ""PLACE_DENSITY"": 0.55, ""tag_prefix"": ""attention_score32_exact_local_temporal_reducer_gqa8_pair_node_ng45_r7""}",/orfs/flow/reports/nangate45/attention_score32_exact_local_temporal_reducer_gqa8_pair_node_ng45_r7/base/6_finish.rpt,/tmp/rtlcp-worktree-dqx6784o/repo/runs/designs/npu_macros/attention_score32_exact_local_temporal_reducer_gqa8_pair_node_ng45_r7/work/90df0f0c/result.json,,,,,,,,,,
