design,platform,total_power_mw,core_util,place_density,clock_period,die_area,critical_path_ns,result_path,tag
mult4s_normal_sklansky_wrapper,nangate45,0.00011,50.0,0.68,2.5,386.9089,0.1687,/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_booth4_brentkung_wrapper,nangate45,0.00013,60.0,0.68,2.5,394.221025,0.168,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_koggestone_wrapper,nangate45,0.00014,60.0,0.68,2.5,416.772225,0.168,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_ripple_wrapper,nangate45,0.000125,60.0,0.68,2.5,379.275625,0.1694,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_sklansky_wrapper,nangate45,0.000142,60.0,0.68,2.5,414.326025,0.1687,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_normal_brentkung_wrapper,nangate45,8.85e-05,50.0,0.68,2.5,356.643225,0.1681,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_koggestone_wrapper,nangate45,9.43e-05,50.0,0.68,2.5,395.2144,0.1671,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_ripple_wrapper,nangate45,8.48e-05,45.0,0.65,2.5,379.4704,0.1677,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_ripple_wrapper/work/320551ce/result.json,mult4u_normal_ripple_n45_relaxed_99366b7a
mult4u_normal_sklansky_wrapper,nangate45,8.98e-05,50.0,0.68,2.5,375.778225,0.1675,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_brentkung_wrapper,nangate45,0.000431,50.0,0.68,2.5,1223.250625,0.1772,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_koggestone_wrapper,nangate45,0.000596,60.0,0.68,2.5,1148.5321,0.1755,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_booth4_ripple_wrapper,nangate45,0.000416,50.0,0.68,2.5,1195.7764,0.1771,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_sklansky_wrapper,nangate45,0.000515,60.0,0.68,2.5,1060.479225,0.1761,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_brentkung_wrapper,nangate45,0.000427,50.0,0.68,2.5,1131.313225,0.1794,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_normal_koggestone_wrapper,nangate45,0.00065,60.0,0.68,2.5,1109.5561,0.1766,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_ripple_wrapper,nangate45,0.000383,50.0,0.68,2.5,1103.5684,0.1766,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_normal_sklansky_wrapper,nangate45,0.000513,50.0,0.68,2.5,1188.1809,0.1787,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_brentkung_wrapper,nangate45,0.000504,50.0,0.68,2.5,1366.7809,0.176,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_koggestone_wrapper,nangate45,0.000677,60.0,0.68,2.5,1197.8521,0.1771,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_ripple_wrapper,nangate45,0.000465,50.0,0.68,2.5,1279.135225,0.176,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_sklansky_wrapper,nangate45,0.000591,50.0,0.68,2.5,1347.991225,0.1753,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_brentkung_wrapper,nangate45,0.000385,50.0,0.68,2.5,1117.5649,0.1767,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_koggestone_wrapper,nangate45,0.000512,60.0,0.68,2.5,1063.086025,0.1756,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_ripple_wrapper,nangate45,0.000358,50.0,0.68,2.5,1198.5444,0.1759,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_sklansky_wrapper,nangate45,0.00046,50.0,0.68,2.5,1213.8256,0.1776,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16s_booth4_brentkung_wrapper,sky130hd,0.00499,40.0,0.65,6.0,21403.69,9.2077,/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_booth4_koggestone_wrapper,sky130hd,0.0065,50.0,0.65,6.0,18520.4881,5.9629,/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_booth4_ripple_wrapper,sky130hd,0.00392,50.0,0.65,6.0,17585.4121,10.7916,/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_booth4_sklansky_wrapper,sky130hd,0.00544,40.0,0.65,6.0,21975.0976,5.847,/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_normal_brentkung_wrapper,sky130hd,0.0051,40.0,0.65,6.0,22056.705225,9.9125,/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_normal_koggestone_wrapper,sky130hd,0.00698,40.0,0.65,6.0,23309.655625,5.9921,/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_normal_ripple_wrapper,sky130hd,0.00427,50.0,0.65,6.0,17427.960225,11.5504,/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_sklansky_wrapper,sky130hd,0.0057,40.0,0.65,6.0,22590.09,5.962,/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_booth4_brentkung_wrapper,sky130hd,0.0053,40.0,0.65,6.0,22970.4336,9.9801,/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_booth4_koggestone_wrapper,sky130hd,0.0076,50.0,0.65,6.0,19650.4324,5.8082,/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_ripple_wrapper,sky130hd,0.00433,40.0,0.65,6.0,22297.955625,11.8191,/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_booth4_sklansky_wrapper,sky130hd,0.00613,50.0,0.65,6.0,18948.899025,5.9468,/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_normal_brentkung_wrapper,sky130hd,0.00504,40.0,0.65,6.0,21908.440225,10.0397,/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_normal_koggestone_wrapper,sky130hd,0.00745,40.0,0.65,6.0,24237.819225,5.8993,/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_normal_ripple_wrapper,sky130hd,0.00414,50.0,0.65,6.0,17445.1264,11.708,/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_normal_sklansky_wrapper,sky130hd,0.00606,40.0,0.65,6.0,22814.592025,6.0676,/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32s_booth4_brentkung_wrapper,sky130hd,0.0294,40.0,0.65,6.0,75204.835225,16.5973,/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32s_booth4_koggestone_wrapper,sky130hd,0.0764,10.0,0.55,6.0,316862.039025,7.1178,/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_koggestone_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32s_booth4_ripple_wrapper,sky130hd,0.0218,40.0,0.65,6.0,76493.730625,22.169,/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32s_booth4_sklansky_wrapper,sky130hd,0.0488,40.0,0.65,6.0,76698.533025,7.3827,/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32s_normal_brentkung_wrapper,sky130hd,0.0328,50.0,0.65,6.0,66321.7009,17.1224,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_koggestone_wrapper,sky130hd,0.099,50.0,0.65,6.0,69032.3076,7.2993,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_ripple_wrapper,sky130hd,0.0257,50.0,0.65,6.0,66211.009225,23.1142,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_sklansky_wrapper,sky130hd,0.0614,10.0,0.55,6.0,333182.9284,7.4387,/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32u_booth4_brentkung_wrapper,sky130hd,0.0311,50.0,0.65,6.0,62297.664025,16.7924,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_koggestone_wrapper,sky130hd,0.0861,40.0,0.65,6.0,81093.9529,7.1209,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32u_booth4_ripple_wrapper,sky130hd,0.0233,50.0,0.65,6.0,63232.1316,22.1776,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_sklansky_wrapper,sky130hd,0.0604,10.0,0.55,6.0,315102.5956,7.3961,/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32u_normal_brentkung_wrapper,sky130hd,0.035,50.0,0.65,6.0,66254.76,17.2551,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_koggestone_wrapper,sky130hd,0.0975,50.0,0.65,6.0,69079.6089,7.5712,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_ripple_wrapper,sky130hd,0.0258,50.0,0.65,6.0,65715.3225,23.4017,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_sklansky_wrapper,sky130hd,0.0585,40.0,0.65,6.0,83659.7776,7.5114,/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4s_booth4_brentkung_wrapper,sky130hd,0.000337,40.0,0.65,6.0,2364.390625,3.9234,/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4s_booth4_koggestone_wrapper,sky130hd,0.000385,40.0,0.65,6.0,2573.025625,1.3983,/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4s_booth4_ripple_wrapper,sky130hd,0.000328,50.0,0.65,6.0,1818.1696,4.0705,/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_booth4_sklansky_wrapper,sky130hd,0.000377,50.0,0.65,6.0,2009.7289,1.388,/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_brentkung_wrapper,sky130hd,0.000328,50.0,0.65,6.0,1560.25,1.3892,/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_koggestone_wrapper,sky130hd,0.000349,50.0,0.65,6.0,1705.277025,1.3857,/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_ripple_wrapper,sky130hd,0.000318,50.0,0.65,6.0,1470.7225,1.3872,/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4s_normal_sklansky_wrapper,sky130hd,0.000322,50.0,0.65,6.0,1628.9296,1.3853,/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_booth4_brentkung_wrapper,sky130hd,0.00039,40.0,0.65,6.0,2393.655625,4.2251,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4u_booth4_koggestone_wrapper,sky130hd,0.000412,40.0,0.65,6.0,2488.513225,1.3814,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4u_booth4_ripple_wrapper,sky130hd,0.000367,50.0,0.65,6.0,1841.697225,4.5613,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_booth4_sklansky_wrapper,sky130hd,0.000391,50.0,0.65,6.0,2001.6676,1.3876,/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_normal_brentkung_wrapper,sky130hd,0.000279,50.0,0.65,6.0,1491.890625,1.3946,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult4u_normal_koggestone_wrapper,sky130hd,0.00029,40.0,0.65,6.0,2083.466025,1.3842,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4u_normal_ripple_wrapper,sky130hd,0.000259,40.0,0.65,6.0,1788.4441,1.3901,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4u_normal_sklansky_wrapper,sky130hd,0.000268,50.0,0.65,6.0,1594.4049,1.3785,/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_brentkung_wrapper,sky130hd,0.00107,40.0,0.65,6.0,6730.5616,5.8066,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8s_booth4_koggestone_wrapper,sky130hd,0.00135,50.0,0.65,6.0,5959.84,4.7215,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_ripple_wrapper,sky130hd,0.00105,50.0,0.65,6.0,5425.7956,5.8435,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_sklansky_wrapper,sky130hd,0.00126,50.0,0.65,6.0,5656.5441,4.7715,/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_brentkung_wrapper,sky130hd,0.00102,50.0,0.65,6.0,4949.1225,5.9676,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_koggestone_wrapper,sky130hd,0.00135,40.0,0.65,6.0,6963.9025,4.1969,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8s_normal_ripple_wrapper,sky130hd,0.00104,50.0,0.65,6.0,4784.4889,5.9386,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_normal_sklansky_wrapper,sky130hd,0.00119,40.0,0.65,6.0,6563.430225,4.3411,/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_booth4_brentkung_wrapper,sky130hd,0.00128,50.0,0.65,6.0,6286.111225,6.2867,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_booth4_koggestone_wrapper,sky130hd,0.00157,40.0,0.65,6.0,8209.266025,5.1152,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_booth4_ripple_wrapper,sky130hd,0.00116,50.0,0.65,6.0,5616.0036,6.4266,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_booth4_sklansky_wrapper,sky130hd,0.00134,40.0,0.65,6.0,7675.5121,5.0754,/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_normal_brentkung_wrapper,sky130hd,0.000971,40.0,0.65,6.0,6017.880625,5.9032,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_normal_koggestone_wrapper,sky130hd,0.00118,50.0,0.65,6.0,5242.484025,4.2709,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8u_normal_ripple_wrapper,sky130hd,0.000931,40.0,0.65,6.0,5760.81,6.0235,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_normal_sklansky_wrapper,sky130hd,0.00109,50.0,0.65,6.0,5248.278025,4.1368,/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
