design,platform,critical_path_ns,core_util,place_density,clock_period,die_area,total_power_mw,result_path,tag
mult16s_booth4_koggestone_wrapper,nangate45,0.1939,60.0,0.68,2.5,3312.0025,0.00321," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16s_booth4_ripple_wrapper,nangate45,2.4768,50.0,0.68,2.5,3850.823025,0.00191," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16s_booth4_sklansky_wrapper,nangate45,0.1971,50.0,0.68,2.5,3752.175025,0.00271," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16s_normal_brentkung_wrapper,nangate45,2.2587,50.0,0.68,2.5,3785.9409,0.0024," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16s_normal_koggestone_wrapper,nangate45,0.1954,60.0,0.68,2.5,3519.455625,0.00417," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16s_normal_ripple_wrapper,nangate45,2.5346,60.0,0.68,2.5,3262.6944,0.00214," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_ripple_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16s_normal_sklansky_wrapper,nangate45,0.2004,60.0,0.68,2.5,3286.155625,0.00313," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_normal_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16u_booth4_brentkung_wrapper,nangate45,2.3962,50.0,0.68,2.5,3918.76,0.00243," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16u_booth4_koggestone_wrapper,nangate45,0.1941,60.0,0.68,2.5,3487.493025,0.00364," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16u_booth4_ripple_wrapper,nangate45,2.6148,50.0,0.68,2.5,4171.222225,0.00219," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16u_booth4_sklansky_wrapper,nangate45,0.1943,60.0,0.68,2.5,3372.1249,0.00332," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_booth4_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16u_normal_brentkung_wrapper,nangate45,2.3013,50.0,0.68,2.5,3775.488025,0.0024," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16u_normal_koggestone_wrapper,nangate45,0.1943,60.0,0.68,2.5,3495.765625,0.00382," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult16u_normal_ripple_wrapper,nangate45,2.5506,50.0,0.68,2.5,3851.4436,0.00209," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16u_normal_sklansky_wrapper,nangate45,0.1989,50.0,0.68,2.5,3972.150625,0.00331," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult16u_normal_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32s_booth4_brentkung_wrapper,nangate45,3.6068,50.0,0.68,2.5,12459.0244,0.0157," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32s_booth4_koggestone_wrapper,nangate45,0.2307,60.0,0.68,2.5,10972.5625,0.0263," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32s_booth4_ripple_wrapper,nangate45,4.8031,50.0,0.68,2.5,12918.5956,0.0131," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32s_booth4_sklansky_wrapper,nangate45,0.2295,60.0,0.68,2.5,10589.439025,0.0198," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_booth4_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32s_normal_brentkung_wrapper,nangate45,3.6977,50.0,0.68,2.5,13637.5684,0.0185," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32s_normal_koggestone_wrapper,nangate45,0.2309,60.0,0.68,2.5,12127.515625,0.0321," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32s_normal_ripple_wrapper,nangate45,4.9153,50.0,0.68,2.5,14448.04,0.0152," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32s_normal_sklansky_wrapper,nangate45,0.2436,60.0,0.68,2.5,11692.0969,0.0241," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32s_normal_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32u_booth4_brentkung_wrapper,nangate45,3.7335,60.0,0.68,2.5,10909.8025,0.0171," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_brentkung_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32u_booth4_koggestone_wrapper,nangate45,0.239,60.0,0.68,2.5,11437.233025,0.028," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32u_booth4_ripple_wrapper,nangate45,4.8779,50.0,0.68,2.5,13061.061225,0.014," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32u_booth4_sklansky_wrapper,nangate45,0.2358,50.0,0.68,2.5,13126.2849,0.0214," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_booth4_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32u_normal_brentkung_wrapper,nangate45,3.7109,50.0,0.68,2.5,13642.24,0.0187," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32u_normal_koggestone_wrapper,nangate45,0.2407,60.0,0.68,2.5,11997.916225,0.0302," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult32u_normal_ripple_wrapper,nangate45,4.9368,50.0,0.68,2.5,14075.4496,0.0151," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult32u_normal_sklansky_wrapper,nangate45,0.2368,60.0,0.68,2.5,11689.9344,0.0246," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult32u_normal_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_brentkung_wrapper,nangate45,0.1665,50.0,0.68,2.5,451.1376,0.000116," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_booth4_koggestone_wrapper,nangate45,0.1686,50.0,0.68,2.5,481.144225,0.000128," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_koggestone_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_booth4_ripple_wrapper,nangate45,0.1686,60.0,0.68,2.5,368.064225,0.000113," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_ripple_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_sklansky_wrapper,nangate45,0.1685,60.0,0.68,2.5,391.2484,0.000127," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_booth4_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_normal_brentkung_wrapper,nangate45,0.1696,50.0,0.68,2.5,368.064225,0.000104," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_koggestone_wrapper,nangate45,0.1688,50.0,0.68,2.5,397.6036,0.000111," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_koggestone_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_ripple_wrapper,nangate45,0.1672,50.0,0.68,2.5,351.375025,9.76e-05," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_sklansky_wrapper,nangate45,0.1687,50.0,0.68,2.5,386.9089,0.00011," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4s_normal_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_booth4_brentkung_wrapper,nangate45,0.168,60.0,0.68,2.5,394.221025,0.00013," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_brentkung_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_koggestone_wrapper,nangate45,0.168,60.0,0.68,2.5,416.772225,0.00014," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_ripple_wrapper,nangate45,0.169,50.0,0.68,2.5,447.111025,0.000125," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_booth4_sklansky_wrapper,nangate45,0.1687,60.0,0.68,2.5,414.326025,0.000142," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_booth4_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_normal_brentkung_wrapper,nangate45,0.1681,50.0,0.68,2.5,356.643225,8.85e-05," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_koggestone_wrapper,nangate45,0.1671,50.0,0.68,2.5,395.2144,9.43e-05," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_koggestone_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_ripple_wrapper,nangate45,0.1677,45.0,0.65,2.5,379.4704,8.48e-05," ""CORE_UTILIZATION"": 45, ""PLACE_DENSITY"": 0.65, ""TAG"": ""mult4u_normal_ripple_n45_relaxed_99366b7a""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_ripple_wrapper/work/320551ce/result.json",mult4u_normal_ripple_n45_relaxed_99366b7a
mult4u_normal_sklansky_wrapper,nangate45,0.1675,50.0,0.68,2.5,375.778225,8.98e-05," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult4u_normal_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_brentkung_wrapper,nangate45,0.1772,50.0,0.68,2.5,1223.250625,0.000431," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_koggestone_wrapper,nangate45,0.1755,60.0,0.68,2.5,1148.5321,0.000596," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_booth4_ripple_wrapper,nangate45,0.1771,50.0,0.68,2.5,1195.7764,0.000416," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_sklansky_wrapper,nangate45,0.1761,60.0,0.68,2.5,1060.479225,0.000515," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_booth4_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_brentkung_wrapper,nangate45,0.1792,60.0,0.68,2.5,953.265625,0.000428," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_brentkung_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_koggestone_wrapper,nangate45,0.1766,60.0,0.68,2.5,1109.5561,0.00065," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_ripple_wrapper,nangate45,0.1766,50.0,0.68,2.5,1103.5684,0.000383," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_normal_sklansky_wrapper,nangate45,0.1778,60.0,0.68,2.5,1001.406025,0.000515," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult8s_normal_sklansky_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_brentkung_wrapper,nangate45,0.176,50.0,0.68,2.5,1366.7809,0.000504," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_koggestone_wrapper,nangate45,0.1756,50.0,0.68,2.5,1423.175625,0.000677," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_koggestone_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_ripple_wrapper,nangate45,0.176,50.0,0.68,2.5,1279.135225,0.000465," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_sklansky_wrapper,nangate45,0.1753,50.0,0.68,2.5,1347.991225,0.000591," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_booth4_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_brentkung_wrapper,nangate45,0.1767,50.0,0.68,2.5,1117.5649,0.000385," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_brentkung_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_koggestone_wrapper,nangate45,0.1756,60.0,0.68,2.5,1063.086025,0.000512," ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_da64be35""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_koggestone_wrapper/work/84032167/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_ripple_wrapper,nangate45,0.1759,50.0,0.68,2.5,1198.5444,0.000358," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_ripple_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_sklansky_wrapper,nangate45,0.1776,50.0,0.68,2.5,1213.8256,0.00046," ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""TAG"": ""mult_ppg_cpa_w4_32_nangate45_highutil_87b48795""},/workspaces/RTLGen/runs/designs/multipliers/mult8u_normal_sklansky_wrapper/work/39ca4667/result.json",mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16s_booth4_brentkung_wrapper,sky130hd,9.2077,40.0,0.65,6.0,21403.69,0.00499," ""CORE_UTILIZATION"": 40, ""PLACE_DENSITY"": 0.65, ""TAG"": ""mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_brentkung_wrapper/work/4c404a8c/result.json",mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_booth4_koggestone_wrapper,sky130hd,5.809,40.0,0.65,6.0,23078.167225,0.00661," ""CORE_UTILIZATION"": 40, ""PLACE_DENSITY"": 0.65, ""TAG"": ""mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_koggestone_wrapper/work/4c404a8c/result.json",mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_booth4_ripple_wrapper,sky130hd,10.7637,40.0,0.65,6.0,21911.400625,0.00413," ""CORE_UTILIZATION"": 40, ""PLACE_DENSITY"": 0.65, ""TAG"": ""mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181""},/workspaces/RTLGen/runs/designs/multipliers/mult16s_booth4_ripple_wrapper/work/4c404a8c/result.json",mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
