design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,instance_area_um2,stdcell_area_um2,stdcell_count,core_area_um2,utilization_pct,flow_elapsed_seconds,stage_elapsed_seconds,params_json,result_path,work_result_json,failure_stage,failure_returncode,failure_signature,failure_log_path,synth_script_path,synth_script_sha1,fsm_encfile_path,fsm_encfile_sha1,fsm_encfile_sha256,fsm_encoding_json
attention_score32_exact_partial_tree_folded_mersenne_c4_r2,nangate45,e172c87eb668,401d35a8,attention_score32_exact_partial_tree_folded_mersenne_cluster_v1_401d35a8,ok,7.728,6250000.0,0.75,165739.0,165739.0,104338.0,5760000.0,2.8774131944444443,1318.15,,"{""CLOCK_PERIOD"": 8.0, ""CORE_AREA"": ""50 50 2450 2450"", ""CORE_UTILIZATION"": """", ""DIE_AREA"": ""0 0 2500 2500"", ""IO_PLACER_H"": ""metal3 metal5"", ""IO_PLACER_V"": ""metal4 metal6"", ""PLACE_DENSITY"": 0.3, ""PLACE_PINS_ARGS"": ""-min_distance 1"", ""SYNTH_HIERARCHICAL"": 1, ""tag_prefix"": ""attention_score32_exact_partial_tree_folded_mersenne_cluster_v1""}",/orfs/flow/reports/nangate45/attention_score32_exact_partial_tree_folded_mersenne_c4_r2/base/6_finish.rpt,runs/designs/npu_blocks/attention_score32_exact_partial_tree_folded_mersenne_c4_r2/work/401d35a8/result.json,,,,,,,,,,
