design,platform,config_hash,param_hash,tag,status,critical_path_ns,die_area,total_power_mw,params_json,result_path
logit_rank_r64_l16_k1_wrapper,nangate45,c1976abdb724,0378bb88,logit_rank_scale_nangate45_highutil_2ae5d3c9,ok,28.9845,25504.09,1.2,"{""CLOCK_PERIOD"": 2.5, ""CORE_UTILIZATION"": 60, ""PLACE_DENSITY"": 0.68, ""SYNTH_MEMORY_MAX_BITS"": 32768, ""TAG"": ""logit_rank_scale_nangate45_highutil_2ae5d3c9""}",runs/designs/activations/logit_rank_r64_l16_k1_wrapper/work/0378bb88/result.json
logit_rank_r64_l16_k1_wrapper,nangate45,c1976abdb724,faabcd26,logit_rank_scale_nangate45_highutil_4c4fe1ea,ok,29.0081,30537.5625,1.21,"{""CLOCK_PERIOD"": 2.5, ""CORE_UTILIZATION"": 50, ""PLACE_DENSITY"": 0.68, ""SYNTH_MEMORY_MAX_BITS"": 32768, ""TAG"": ""logit_rank_scale_nangate45_highutil_4c4fe1ea""}",runs/designs/activations/logit_rank_r64_l16_k1_wrapper/work/faabcd26/result.json
