run_key,attempt,trial_index,seed,status,metrics_csv,critical_path_ns,die_area,total_power_mw,failure_category,failure_stage,failure_signature
l1_decoder_attention_score32_exact_partial_pair_merge_sharedscale_ppa_v1_run_b17933308cb1b8c4,1,1,0,succeeded,runs/designs/npu_blocks/attention_score32_exact_partial_pair_merge_sharedscale_factored_l1/metrics.csv,14.1763,2250000.0,0.278,none,,
