design,platform,critical_path_ns,core_util,place_density,clock_period,die_area,total_power_mw,result_path,tag
mult32u_normal_sklansky_wrapper,nangate45,0.2368,60.0,0.68,2.5,11689.9344,0.0246,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_brentkung_wrapper,nangate45,0.1665,50.0,0.68,2.5,451.1376,0.000116,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_booth4_koggestone_wrapper,nangate45,0.1686,50.0,0.68,2.5,481.144225,0.000128,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_booth4_ripple_wrapper,nangate45,0.1686,60.0,0.68,2.5,368.064225,0.000113,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_ripple_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_booth4_sklansky_wrapper,nangate45,0.1685,60.0,0.68,2.5,391.2484,0.000127,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4s_normal_brentkung_wrapper,nangate45,0.1696,50.0,0.68,2.5,368.064225,0.000104,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_koggestone_wrapper,nangate45,0.1688,50.0,0.68,2.5,397.6036,0.000111,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_ripple_wrapper,nangate45,0.1672,50.0,0.68,2.5,351.375025,9.76e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4s_normal_sklansky_wrapper,nangate45,0.1687,50.0,0.68,2.5,386.9089,0.00011,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_booth4_brentkung_wrapper,nangate45,0.168,60.0,0.68,2.5,394.221025,0.00013,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_koggestone_wrapper,nangate45,0.168,60.0,0.68,2.5,416.772225,0.00014,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_booth4_ripple_wrapper,nangate45,0.169,50.0,0.68,2.5,447.111025,0.000125,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_booth4_sklansky_wrapper,nangate45,0.1687,60.0,0.68,2.5,414.326025,0.000142,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult4u_normal_brentkung_wrapper,nangate45,0.1681,50.0,0.68,2.5,356.643225,8.85e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_koggestone_wrapper,nangate45,0.1671,50.0,0.68,2.5,395.2144,9.43e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult4u_normal_ripple_wrapper,nangate45,0.1677,45.0,0.65,2.5,379.4704,8.48e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_ripple_wrapper/work/320551ce/result.json,mult4u_normal_ripple_n45_relaxed_99366b7a
mult4u_normal_sklansky_wrapper,nangate45,0.1675,50.0,0.68,2.5,375.778225,8.98e-05,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_brentkung_wrapper,nangate45,0.1772,50.0,0.68,2.5,1223.250625,0.000431,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_koggestone_wrapper,nangate45,0.1755,60.0,0.68,2.5,1148.5321,0.000596,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_booth4_ripple_wrapper,nangate45,0.1771,50.0,0.68,2.5,1195.7764,0.000416,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_booth4_sklansky_wrapper,nangate45,0.1761,60.0,0.68,2.5,1060.479225,0.000515,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_brentkung_wrapper,nangate45,0.1792,60.0,0.68,2.5,953.265625,0.000428,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_brentkung_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_koggestone_wrapper,nangate45,0.1766,60.0,0.68,2.5,1109.5561,0.00065,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8s_normal_ripple_wrapper,nangate45,0.1766,50.0,0.68,2.5,1103.5684,0.000383,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8s_normal_sklansky_wrapper,nangate45,0.1778,60.0,0.68,2.5,1001.406025,0.000515,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_sklansky_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_booth4_brentkung_wrapper,nangate45,0.176,50.0,0.68,2.5,1366.7809,0.000504,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_koggestone_wrapper,nangate45,0.1756,50.0,0.68,2.5,1423.175625,0.000677,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_koggestone_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_ripple_wrapper,nangate45,0.176,50.0,0.68,2.5,1279.135225,0.000465,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_booth4_sklansky_wrapper,nangate45,0.1753,50.0,0.68,2.5,1347.991225,0.000591,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_brentkung_wrapper,nangate45,0.1767,50.0,0.68,2.5,1117.5649,0.000385,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_brentkung_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_koggestone_wrapper,nangate45,0.1756,60.0,0.68,2.5,1063.086025,0.000512,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_koggestone_wrapper/work/84032167/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_da64be35
mult8u_normal_ripple_wrapper,nangate45,0.1759,50.0,0.68,2.5,1198.5444,0.000358,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_ripple_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult8u_normal_sklansky_wrapper,nangate45,0.1776,50.0,0.68,2.5,1213.8256,0.00046,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_sklansky_wrapper/work/39ca4667/result.json,mult_ppg_cpa_w4_32_nangate45_highutil_87b48795
mult16s_booth4_brentkung_wrapper,sky130hd,9.2077,40.0,0.65,6.0,21403.69,0.00499,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_booth4_koggestone_wrapper,sky130hd,5.809,40.0,0.65,6.0,23078.167225,0.00661,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_booth4_ripple_wrapper,sky130hd,10.7637,40.0,0.65,6.0,21911.400625,0.00413,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16s_booth4_sklansky_wrapper,sky130hd,5.7786,50.0,0.65,6.0,17635.84,0.00547,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_booth4_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_brentkung_wrapper,sky130hd,9.8921,10.0,0.55,6.0,87045.651225,0.00542,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult16s_normal_koggestone_wrapper,sky130hd,5.9735,50.0,0.65,6.0,18706.0329,0.00714,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16s_normal_ripple_wrapper,sky130hd,11.4903,10.0,0.55,6.0,85684.9984,0.00446,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult16s_normal_sklansky_wrapper,sky130hd,5.9549,50.0,0.65,6.0,18129.276025,0.00582,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16s_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_brentkung_wrapper,sky130hd,9.9015,10.0,0.55,6.0,90673.2544,0.0055,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult16u_booth4_koggestone_wrapper,sky130hd,5.8082,50.0,0.65,6.0,19650.4324,0.0076,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult16u_booth4_ripple_wrapper,sky130hd,11.8191,40.0,0.65,6.0,22297.955625,0.00433,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_booth4_sklansky_wrapper,sky130hd,5.8702,40.0,0.65,6.0,23614.4689,0.00643,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_normal_brentkung_wrapper,sky130hd,9.9558,10.0,0.55,6.0,86453.6409,0.00533,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult16u_normal_koggestone_wrapper,sky130hd,5.8993,40.0,0.65,6.0,24237.819225,0.00745,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_normal_ripple_wrapper,sky130hd,11.6459,40.0,0.65,6.0,21737.079225,0.00417,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult16u_normal_sklansky_wrapper,sky130hd,5.9487,50.0,0.65,6.0,18308.7961,0.00611,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult16u_normal_sklansky_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_booth4_brentkung_wrapper,sky130hd,16.5973,40.0,0.65,6.0,75204.835225,0.0294,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32s_booth4_koggestone_wrapper,sky130hd,7.0687,40.0,0.65,6.0,79778.0025,0.0804,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32s_booth4_ripple_wrapper,sky130hd,22.1317,10.0,0.55,6.0,303766.3225,0.0261,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32s_booth4_sklansky_wrapper,sky130hd,7.294,10.0,0.55,6.0,304582.5721,0.0548,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_booth4_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32s_normal_brentkung_wrapper,sky130hd,17.1224,50.0,0.65,6.0,66321.7009,0.0328,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_koggestone_wrapper,sky130hd,7.2993,50.0,0.65,6.0,69032.3076,0.099,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32s_normal_ripple_wrapper,sky130hd,23.0726,10.0,0.55,6.0,328214.41,0.0286,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32s_normal_sklansky_wrapper,sky130hd,7.4093,40.0,0.65,6.0,83873.9521,0.0678,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32s_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32u_booth4_brentkung_wrapper,sky130hd,16.7924,50.0,0.65,6.0,62297.664025,0.0311,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_koggestone_wrapper,sky130hd,7.0001,50.0,0.65,6.0,64981.657225,0.0913,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_booth4_ripple_wrapper,sky130hd,22.0692,40.0,0.65,6.0,78907.619025,0.0236,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32u_booth4_sklansky_wrapper,sky130hd,7.2587,40.0,0.65,6.0,79337.9889,0.0637,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32u_normal_brentkung_wrapper,sky130hd,17.2551,50.0,0.65,6.0,66254.76,0.035,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_brentkung_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult32u_normal_koggestone_wrapper,sky130hd,7.5209,40.0,0.65,6.0,86209.768225,0.1,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult32u_normal_ripple_wrapper,sky130hd,23.3596,10.0,0.55,6.0,325749.855025,0.0292,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult32u_normal_sklansky_wrapper,sky130hd,7.5114,40.0,0.65,6.0,83659.7776,0.0585,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult32u_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult4s_booth4_brentkung_wrapper,sky130hd,3.8871,10.0,0.55,6.0,9072.5625,0.000384,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_booth4_koggestone_wrapper,sky130hd,1.3639,10.0,0.55,6.0,9890.3025,0.000414,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_koggestone_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_booth4_ripple_wrapper,sky130hd,4.0242,10.0,0.55,6.0,8625.765625,0.000375,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_booth4_sklansky_wrapper,sky130hd,1.3663,10.0,0.55,6.0,9557.995225,0.00039,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_booth4_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_normal_brentkung_wrapper,sky130hd,1.3568,10.0,0.55,6.0,7371.081025,0.000355,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_normal_koggestone_wrapper,sky130hd,1.3691,10.0,0.55,6.0,8074.8196,0.000379,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_koggestone_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_normal_ripple_wrapper,sky130hd,1.3617,10.0,0.55,6.0,6935.5584,0.000345,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4s_normal_sklansky_wrapper,sky130hd,1.358,10.0,0.55,6.0,7704.450625,0.000362,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4s_normal_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_booth4_brentkung_wrapper,sky130hd,4.1741,10.0,0.55,6.0,9188.181025,0.000424,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_booth4_koggestone_wrapper,sky130hd,1.3712,10.0,0.55,6.0,9557.995225,0.000443,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_koggestone_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_booth4_ripple_wrapper,sky130hd,4.5143,10.0,0.55,6.0,8740.3801,0.000415,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_booth4_sklansky_wrapper,sky130hd,1.3652,10.0,0.55,6.0,9519.9049,0.000421,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_booth4_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_normal_brentkung_wrapper,sky130hd,1.3656,10.0,0.55,6.0,7037.5321,0.000305,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_normal_koggestone_wrapper,sky130hd,1.3648,10.0,0.55,6.0,7972.7041,0.000319,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_koggestone_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_normal_ripple_wrapper,sky130hd,1.3578,10.0,0.55,6.0,6820.282225,0.000302,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_ripple_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult4u_normal_sklansky_wrapper,sky130hd,1.3587,10.0,0.55,6.0,7537.7124,0.000312,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult4u_normal_sklansky_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult8s_booth4_brentkung_wrapper,sky130hd,5.8066,40.0,0.65,6.0,6730.5616,0.00107,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8s_booth4_koggestone_wrapper,sky130hd,4.7215,50.0,0.65,6.0,5959.84,0.00135,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_koggestone_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_ripple_wrapper,sky130hd,5.8435,50.0,0.65,6.0,5425.7956,0.00105,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_ripple_wrapper/work/ee6c4432/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8c56d3b0
mult8s_booth4_sklansky_wrapper,sky130hd,4.7342,40.0,0.65,6.0,7031.661025,0.00127,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8s_normal_brentkung_wrapper,sky130hd,5.8755,10.0,0.55,6.0,23975.4256,0.00117,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_brentkung_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
mult8s_normal_koggestone_wrapper,sky130hd,4.1969,40.0,0.65,6.0,6963.9025,0.00135,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8s_normal_ripple_wrapper,sky130hd,5.929,40.0,0.65,6.0,5944.41,0.00104,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8s_normal_sklansky_wrapper,sky130hd,4.3411,40.0,0.65,6.0,6563.430225,0.00119,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8s_normal_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_booth4_brentkung_wrapper,sky130hd,6.2355,40.0,0.65,6.0,7816.3281,0.00129,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_booth4_koggestone_wrapper,sky130hd,5.1152,40.0,0.65,6.0,8209.266025,0.00157,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_koggestone_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_booth4_ripple_wrapper,sky130hd,6.364,40.0,0.65,6.0,6980.6025,0.00117,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_ripple_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_booth4_sklansky_wrapper,sky130hd,5.0754,40.0,0.65,6.0,7675.5121,0.00134,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_booth4_sklansky_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_normal_brentkung_wrapper,sky130hd,5.9032,40.0,0.65,6.0,6017.880625,0.000971,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_brentkung_wrapper/work/4c404a8c/result.json,mult_ppg_cpa_w4_32_sky130hd_highutil_8de86181
mult8u_normal_koggestone_wrapper,sky130hd,4.2057,10.0,0.55,6.0,25419.519225,0.00128,/workspaces/RTLGen/runs/multipliers/ppg_cpa_widths_4_32/mult8u_normal_koggestone_wrapper/work/b1b86ede/result.json,mult_ppg_cpa_w4_32_sky130_70e18859
